customer_id,Recency,Frequency,Monetary,ComplaintCnt,Tenure,AvgOrder,Segment_D4,cluster,cluster_name,Churn
C0043,8,25,75085,1,2867,3003,G1 VIP(Champions),1,VIP 高頻高額,0
C1007,94,2,21542,1,767,10771,G7 Hibernating,2,流失高風險,0
C0205,21,10,46724,1,1492,4672,G1 VIP(Champions),1,VIP 高頻高額,0
C0821,18,9,15857,0,2936,1762,G8 Lost,3,穩定中段,0
C0053,18,21,46876,0,1326,2232,G1 VIP(Champions),1,VIP 高頻高額,0
C0546,34,7,90582,1,1273,12940,G8 Lost,1,VIP 高頻高額,0
C1132,79,2,10298,0,2763,5149,G8 Lost,3,穩定中段,0
C1158,96,3,9316,2,847,3105,G8 Lost,2,流失高風險,0
C1468,158,0,7599,0,2809,0,G8 Lost,0,沉睡客戶,1
C0911,50,0,16386,0,1374,0,G8 Lost,3,穩定中段,0
C0184,39,6,12308,1,2242,2051,G8 Lost,2,流失高風險,0
C0138,21,21,43898,1,274,2090,G1 VIP(Champions),1,VIP 高頻高額,0
C1150,83,3,19659,0,683,6553,G8 Lost,3,穩定中段,0
C0081,22,16,51444,0,2776,3215,G1 VIP(Champions),1,VIP 高頻高額,0
C1213,96,2,7953,0,800,3976,G8 Lost,3,穩定中段,0
C0106,1,14,82674,0,1362,5905,G1 VIP(Champions),1,VIP 高頻高額,0
C0542,36,8,51381,1,682,6423,G2 Loyal,1,VIP 高頻高額,0
C1314,48,1,16489,0,783,16489,G8 Lost,3,穩定中段,0
C0481,41,11,14285,0,952,1299,G8 Lost,3,穩定中段,0
C0166,32,6,27830,0,303,4638,G8 Lost,3,穩定中段,0
C0249,27,11,52276,1,1808,4752,G1 VIP(Champions),1,VIP 高頻高額,0
C0308,34,8,43590,1,1711,5449,G2 Loyal,1,VIP 高頻高額,0
C0447,26,8,81648,1,930,10206,G1 VIP(Champions),1,VIP 高頻高額,0
C0747,13,7,28213,0,91,4030,G5 Potential Loyalists,3,穩定中段,0
C0335,17,9,25748,0,1334,2861,G2 Loyal,1,VIP 高頻高額,0
C0098,11,6,69231,0,227,11538,G5 Potential Loyalists,1,VIP 高頻高額,0
C0760,17,7,51394,0,1331,7342,G5 Potential Loyalists,1,VIP 高頻高額,0
C0738,26,5,27115,0,2143,5423,G5 Potential Loyalists,3,穩定中段,0
C0837,17,6,17360,0,1681,2893,G5 Potential Loyalists,3,穩定中段,0
C0943,62,1,26460,0,1257,26460,G7 Hibernating,3,穩定中段,0
C0103,5,11,94575,0,1014,8598,G1 VIP(Champions),1,VIP 高頻高額,0
C0435,13,5,26310,0,2793,5262,G5 Potential Loyalists,3,穩定中段,0
C0075,9,18,55618,0,790,3090,G1 VIP(Champions),1,VIP 高頻高額,0
C1341,73,2,10325,0,872,5162,G8 Lost,3,穩定中段,0
C1125,66,4,40329,2,936,10082,G7 Hibernating,2,流失高風險,0
C1360,110,2,19323,2,2545,9662,G8 Lost,2,流失高風險,0
C0303,44,9,21979,0,1804,2442,G2 Loyal,3,穩定中段,0
C1263,82,1,12804,1,2726,12804,G8 Lost,2,流失高風險,0
C1224,108,1,26800,0,1869,26800,G7 Hibernating,3,穩定中段,0
C0734,43,11,12098,0,2126,1100,G8 Lost,3,穩定中段,0
C0389,43,10,58717,0,342,5872,G2 Loyal,1,VIP 高頻高額,0
C0236,0,8,17223,0,802,2153,G8 Lost,3,穩定中段,0
C1246,60,1,31604,1,1126,31604,G7 Hibernating,2,流失高風險,0
C0268,29,8,15370,0,1567,1921,G8 Lost,3,穩定中段,0
C0306,31,6,16544,0,1134,2757,G8 Lost,3,穩定中段,0
C0118,16,10,72998,1,111,7300,G1 VIP(Champions),1,VIP 高頻高額,0
C1212,73,2,10276,2,278,5138,G8 Lost,2,流失高風險,0
C0674,16,8,90274,1,1203,11284,G1 VIP(Champions),1,VIP 高頻高額,0
C0250,40,2,83972,0,1959,41986,G8 Lost,3,穩定中段,0
C1094,119,2,6348,1,2449,3174,G8 Lost,2,流失高風險,1
C1080,81,1,5658,2,2607,5658,G8 Lost,2,流失高風險,0
C0072,17,18,67634,0,1359,3757,G1 VIP(Champions),1,VIP 高頻高額,0
C0095,4,21,81607,0,2082,3886,G1 VIP(Champions),1,VIP 高頻高額,0
C0848,41,9,20310,0,1954,2257,G8 Lost,3,穩定中段,0
C0034,3,12,115589,0,1376,9632,G1 VIP(Champions),1,VIP 高頻高額,0
C1101,51,4,46479,2,2824,11620,G7 Hibernating,2,流失高風險,0
C0449,21,6,36558,0,1235,6093,G5 Potential Loyalists,3,穩定中段,0
C0446,31,10,94965,0,1329,9496,G2 Loyal,1,VIP 高頻高額,0
C0772,45,11,20176,0,1686,1834,G8 Lost,1,VIP 高頻高額,0
C0717,17,5,62820,1,2098,12564,G5 Potential Loyalists,1,VIP 高頻高額,0
C0887,50,8,69961,0,1323,8745,G6 At Risk,1,VIP 高頻高額,0
C1245,79,2,31452,4,2153,15726,G7 Hibernating,2,流失高風險,1
C0901,90,2,12681,1,824,6340,G8 Lost,2,流失高風險,0
C1036,62,2,24604,1,55,12302,G7 Hibernating,2,流失高風險,0
C0078,1,10,61975,0,1866,6198,G1 VIP(Champions),1,VIP 高頻高額,0
C0085,18,15,47437,0,1571,3162,G1 VIP(Champions),1,VIP 高頻高額,0
C0835,34,10,54520,1,352,5452,G2 Loyal,1,VIP 高頻高額,0
C0083,7,13,40622,0,2889,3125,G1 VIP(Champions),1,VIP 高頻高額,0
C0458,35,10,15964,0,891,1596,G8 Lost,3,穩定中段,0
C0919,101,3,20148,0,209,6716,G8 Lost,3,穩定中段,1
C0677,32,5,20754,0,1364,4151,G8 Lost,3,穩定中段,0
C0985,62,1,26693,2,2337,26693,G7 Hibernating,2,流失高風險,0
C1240,83,2,20385,0,1672,10192,G8 Lost,3,穩定中段,0
C0437,28,10,34856,0,2138,3486,G1 VIP(Champions),1,VIP 高頻高額,0
C0771,29,4,35360,0,1442,8840,G3 Big Spenders,3,穩定中段,0
C0645,24,8,14594,0,2642,1824,G8 Lost,3,穩定中段,0
C1120,80,3,28477,0,1940,9492,G7 Hibernating,3,穩定中段,0
C0906,73,3,55355,1,297,18452,G7 Hibernating,2,流失高風險,0
C1194,68,2,24076,1,2508,12038,G7 Hibernating,2,流失高風險,0
C0405,7,8,43313,0,1581,5414,G1 VIP(Champions),1,VIP 高頻高額,0
C1304,51,1,15620,3,107,15620,G8 Lost,2,流失高風險,0
C0934,58,0,11166,0,2824,0,G8 Lost,3,穩定中段,0
C1486,166,1,16812,1,1619,16812,G8 Lost,0,沉睡客戶,0
C0105,9,23,33065,0,1675,1438,G1 VIP(Champions),1,VIP 高頻高額,0
C0610,28,7,56272,0,1028,8039,G5 Potential Loyalists,1,VIP 高頻高額,0
C1456,183,1,12974,2,2532,12974,G8 Lost,0,沉睡客戶,1
C0689,37,11,42979,0,2501,3907,G2 Loyal,1,VIP 高頻高額,0
C0949,83,1,19444,1,2441,19444,G8 Lost,2,流失高風險,0
C0932,42,4,9071,0,2963,2268,G8 Lost,3,穩定中段,0
C0063,3,11,39297,0,1426,3572,G1 VIP(Champions),1,VIP 高頻高額,0
C0282,37,9,105485,0,2350,11721,G2 Loyal,1,VIP 高頻高額,0
C0779,16,11,48405,0,2475,4400,G1 VIP(Champions),1,VIP 高頻高額,0
C1394,225,0,18799,0,535,0,G8 Lost,0,沉睡客戶,0
C0239,41,12,78698,2,2428,6558,G2 Loyal,1,VIP 高頻高額,0
C0224,0,8,14783,0,2422,1848,G8 Lost,3,穩定中段,0
C0146,11,22,39217,0,2060,1783,G1 VIP(Champions),1,VIP 高頻高額,0
C1399,281,0,10241,0,2947,0,G8 Lost,0,沉睡客戶,1
C0374,19,3,14348,1,1943,4783,G4 New/Promising,2,流失高風險,1
C1229,59,1,9630,0,1642,9630,G8 Lost,3,穩定中段,0
C0119,15,13,131855,0,425,10143,G1 VIP(Champions),1,VIP 高頻高額,0
C1167,47,2,12910,1,1099,6455,G8 Lost,2,流失高風險,0
C0251,32,9,13156,1,1110,1462,G8 Lost,2,流失高風險,0
C1445,159,1,12337,2,2381,12337,G8 Lost,2,流失高風險,1
C1023,69,2,12419,0,1493,6210,G8 Lost,3,穩定中段,0
C0010,0,22,24224,1,532,1101,G2 Loyal,1,VIP 高頻高額,0
C0450,18,8,46061,0,1779,5758,G1 VIP(Champions),1,VIP 高頻高額,0
C0883,37,7,63276,0,1128,9039,G8 Lost,1,VIP 高頻高額,0
C0709,16,6,9684,0,1999,1614,G5 Potential Loyalists,3,穩定中段,0
C0256,41,7,43192,0,689,6170,G8 Lost,1,VIP 高頻高額,0
C0594,12,9,20157,1,623,2240,G8 Lost,2,流失高風險,0
C0390,40,7,34264,0,2408,4895,G8 Lost,3,穩定中段,0
C1088,94,0,5995,1,1035,0,G8 Lost,2,流失高風險,0
C1201,43,0,22648,0,2399,0,G8 Lost,3,穩定中段,0
C0558,20,8,13908,0,1331,1738,G8 Lost,3,穩定中段,0
C1288,72,4,23172,0,176,5793,G7 Hibernating,3,穩定中段,0
C0840,42,11,36720,0,1599,3338,G2 Loyal,1,VIP 高頻高額,0
C0461,11,7,98670,1,965,14096,G5 Potential Loyalists,1,VIP 高頻高額,0
C0724,37,9,28926,1,1302,3214,G2 Loyal,1,VIP 高頻高額,0
C1382,123,1,11929,0,274,11929,G8 Lost,3,穩定中段,0
C0145,13,16,21603,0,2496,1350,G2 Loyal,1,VIP 高頻高額,0
C0502,32,11,19416,0,991,1765,G8 Lost,1,VIP 高頻高額,0
C1099,72,2,24607,2,1541,12304,G7 Hibernating,2,流失高風險,0
C0740,30,8,17077,1,2033,2135,G8 Lost,2,流失高風險,0
C1385,174,2,5271,0,2870,2636,G8 Lost,0,沉睡客戶,0
C0732,19,6,42295,0,2617,7049,G5 Potential Loyalists,1,VIP 高頻高額,0
C0540,51,7,20118,0,881,2874,G8 Lost,3,穩定中段,0
C0178,32,6,69411,0,2944,11568,G8 Lost,1,VIP 高頻高額,0
C1447,346,0,10146,1,60,0,G8 Lost,0,沉睡客戶,1
C0698,7,5,34581,2,2527,6916,G5 Potential Loyalists,2,流失高風險,0
C0941,105,5,22216,2,1419,4443,G6 At Risk,2,流失高風險,0
C1050,71,2,11130,1,1944,5565,G8 Lost,2,流失高風險,0
C0923,44,2,15307,0,1129,7654,G8 Lost,3,穩定中段,0
C0899,41,7,27164,0,1186,3881,G8 Lost,3,穩定中段,0
C1493,337,2,20977,1,556,10488,G7 Hibernating,0,沉睡客戶,1
C0008,10,16,72726,0,94,4545,G1 VIP(Champions),1,VIP 高頻高額,0
C0863,5,10,38801,1,1469,3880,G1 VIP(Champions),1,VIP 高頻高額,0
C0668,41,7,7088,0,2833,1013,G8 Lost,3,穩定中段,0
C1161,64,5,9638,0,1622,1928,G8 Lost,3,穩定中段,0
C0358,49,6,64455,1,2641,10742,G6 At Risk,1,VIP 高頻高額,0
C0784,13,6,19932,0,1336,3322,G5 Potential Loyalists,3,穩定中段,0
C0736,22,10,54214,0,1645,5421,G1 VIP(Champions),1,VIP 高頻高額,0
C0330,19,4,43479,0,286,10870,G3 Big Spenders,3,穩定中段,0
C1056,44,0,10882,0,2789,0,G8 Lost,3,穩定中段,0
C1149,48,0,39958,1,1993,0,G7 Hibernating,2,流失高風險,0
C1118,71,4,15436,1,1593,3859,G8 Lost,2,流失高風險,0
C0259,33,6,6448,0,733,1075,G8 Lost,3,穩定中段,0
C1176,80,4,6208,1,282,1552,G8 Lost,2,流失高風險,0
C0373,48,7,13757,0,250,1965,G8 Lost,3,穩定中段,0
C1104,70,2,4958,1,2332,2479,G8 Lost,2,流失高風險,0
C0926,72,1,19926,1,2616,19926,G8 Lost,2,流失高風險,0
C0143,19,14,44989,0,1419,3214,G1 VIP(Champions),1,VIP 高頻高額,0
C0526,25,6,45777,0,1234,7630,G5 Potential Loyalists,1,VIP 高頻高額,0
C1139,84,2,24384,2,989,12192,G7 Hibernating,2,流失高風險,0
C1008,71,5,14807,1,1889,2961,G8 Lost,2,流失高風險,0
C1122,100,2,11990,2,982,5995,G8 Lost,2,流失高風險,0
C1424,326,2,9286,1,2924,4643,G8 Lost,0,沉睡客戶,1
C0441,22,8,102544,0,1967,12818,G1 VIP(Champions),1,VIP 高頻高額,0
C0532,10,8,38490,0,2391,4811,G1 VIP(Champions),1,VIP 高頻高額,0
C1202,96,0,36123,0,2998,0,G7 Hibernating,3,穩定中段,0
C0227,34,11,91924,0,2560,8357,G2 Loyal,1,VIP 高頻高額,0
C1037,92,3,29261,1,2078,9754,G7 Hibernating,2,流失高風險,0
C0229,45,7,13100,1,2039,1871,G8 Lost,2,流失高風險,0
C1280,114,0,5952,0,2034,0,G8 Lost,3,穩定中段,0
C1450,220,1,3793,3,2680,3793,G8 Lost,0,沉睡客戶,1
C0213,26,9,72287,0,2592,8032,G1 VIP(Champions),1,VIP 高頻高額,0
C0080,5,20,43551,0,668,2178,G1 VIP(Champions),1,VIP 高頻高額,0
C0149,0,17,103208,0,1376,6071,G1 VIP(Champions),1,VIP 高頻高額,0
C0815,15,6,19410,0,950,3235,G5 Potential Loyalists,3,穩定中段,0
C0904,45,1,21146,1,650,21146,G8 Lost,2,流失高風險,0
C0959,39,4,21626,1,481,5406,G8 Lost,2,流失高風險,0
C0672,40,11,48364,0,458,4397,G2 Loyal,1,VIP 高頻高額,0
C1156,101,3,6426,1,561,2142,G8 Lost,2,流失高風險,0
C0556,7,6,108365,0,1597,18061,G5 Potential Loyalists,1,VIP 高頻高額,0
C0908,41,2,25912,1,550,12956,G8 Lost,2,流失高風險,0
C0134,6,24,117882,0,964,4912,G1 VIP(Champions),1,VIP 高頻高額,0
C1109,73,2,9218,3,1847,4609,G8 Lost,2,流失高風險,0
C0824,16,9,9465,0,1561,1052,G8 Lost,3,穩定中段,0
C0409,45,8,16446,0,1388,2056,G8 Lost,3,穩定中段,0
C0369,42,8,21790,1,2033,2724,G2 Loyal,2,流失高風險,0
C0508,37,11,29527,0,1583,2684,G2 Loyal,1,VIP 高頻高額,0
C1182,54,3,8319,0,896,2773,G8 Lost,3,穩定中段,0
C0505,15,9,49206,0,2701,5467,G1 VIP(Champions),1,VIP 高頻高額,0
C1489,292,1,3399,0,456,3399,G8 Lost,0,沉睡客戶,1
C0348,39,5,26979,1,2304,5396,G8 Lost,2,流失高風險,0
C0387,37,8,8105,1,1506,1013,G8 Lost,2,流失高風險,0
C0001,2,10,5500000,1,1715,550000,G1 VIP(Champions),1,VIP 高頻高額,0
C0361,12,7,8716,2,1787,1245,G5 Potential Loyalists,2,流失高風險,0
C0895,35,5,59855,0,1042,11971,G8 Lost,1,VIP 高頻高額,0
C0829,30,10,31659,0,1554,3166,G2 Loyal,1,VIP 高頻高額,0
C1416,349,2,9852,0,1265,4926,G8 Lost,0,沉睡客戶,0
C0476,44,5,21193,1,762,4239,G8 Lost,2,流失高風險,0
C1281,53,2,49384,2,1054,24692,G7 Hibernating,2,流失高風險,0
C0058,12,21,49493,0,246,2357,G1 VIP(Champions),1,VIP 高頻高額,0
C0638,25,5,73577,0,516,14715,G5 Potential Loyalists,1,VIP 高頻高額,0
C1331,91,1,37662,0,388,37662,G7 Hibernating,3,穩定中段,0
C1054,89,2,13198,0,501,6599,G8 Lost,3,穩定中段,0
C1371,295,0,12947,1,1601,0,G8 Lost,0,沉睡客戶,1
C0173,25,12,22229,0,1354,1852,G2 Loyal,1,VIP 高頻高額,0
C0451,31,5,29511,0,1349,5902,G8 Lost,3,穩定中段,0
C0126,8,8,52313,1,2753,6539,G1 VIP(Champions),1,VIP 高頻高額,0
C1180,48,4,11374,1,2239,2844,G8 Lost,2,流失高風險,0
C0531,18,5,36711,1,2202,7342,G5 Potential Loyalists,2,流失高風險,0
C0858,22,5,42665,2,2453,8533,G5 Potential Loyalists,2,流失高風險,0
C0714,35,7,30339,1,2820,4334,G8 Lost,2,流失高風險,0
C0091,0,16,40494,0,719,2531,G1 VIP(Champions),1,VIP 高頻高額,0
C1451,259,0,53626,2,243,0,G7 Hibernating,0,沉睡客戶,1
C0182,16,12,12919,0,659,1077,G8 Lost,3,穩定中段,0
C0876,44,8,20198,0,362,2525,G8 Lost,3,穩定中段,0
C1031,64,3,19217,0,671,6406,G8 Lost,3,穩定中段,0
C0787,37,5,32297,0,2845,6459,G8 Lost,3,穩定中段,0
C0415,48,6,40966,0,116,6828,G6 At Risk,3,穩定中段,0
C0252,25,8,23799,0,2775,2975,G2 Loyal,3,穩定中段,0
C0070,1,22,7429,0,800,338,G8 Lost,1,VIP 高頻高額,0
C0804,40,9,46744,1,845,5194,G2 Loyal,1,VIP 高頻高額,0
C0132,23,22,98975,1,1253,4499,G1 VIP(Champions),1,VIP 高頻高額,0
C0301,7,6,54112,0,2066,9019,G5 Potential Loyalists,1,VIP 高頻高額,0
C1430,116,0,8698,0,248,0,G8 Lost,3,穩定中段,0
C0327,19,11,46917,0,1754,4265,G1 VIP(Champions),1,VIP 高頻高額,0
C1465,188,1,12091,0,485,12091,G8 Lost,0,沉睡客戶,1
C1114,57,1,22529,1,1447,22529,G7 Hibernating,2,流失高風險,0
C0500,41,10,133249,2,1986,13325,G2 Loyal,1,VIP 高頻高額,0
C1378,243,0,14715,2,2795,0,G8 Lost,0,沉睡客戶,0
C0833,48,11,102500,0,2122,9318,G6 At Risk,1,VIP 高頻高額,0
C0365,35,8,50607,0,1092,6326,G2 Loyal,1,VIP 高頻高額,0
C0496,13,8,48254,0,1015,6032,G1 VIP(Champions),1,VIP 高頻高額,0
C1395,156,0,7043,1,1159,0,G8 Lost,0,沉睡客戶,1
C0339,33,8,50216,1,2371,6277,G2 Loyal,1,VIP 高頻高額,0
C0422,25,9,26865,0,2717,2985,G2 Loyal,1,VIP 高頻高額,0
C0165,12,7,32077,0,2803,4582,G5 Potential Loyalists,3,穩定中段,0
C0029,0,14,100744,1,669,7196,G1 VIP(Champions),1,VIP 高頻高額,0
C0517,44,9,44402,2,490,4934,G2 Loyal,2,流失高風險,0
C0194,47,11,52783,0,1397,4798,G6 At Risk,1,VIP 高頻高額,0
C1328,46,1,12645,1,1828,12645,G8 Lost,2,流失高風險,0
C1362,217,0,8429,3,2104,0,G8 Lost,0,沉睡客戶,1
C0946,63,1,40851,2,909,40851,G7 Hibernating,2,流失高風險,0
C1361,181,0,3331,1,2900,0,G8 Lost,0,沉睡客戶,1
C0170,14,8,59476,1,135,7434,G1 VIP(Champions),1,VIP 高頻高額,0
C0168,36,5,32789,0,1139,6558,G8 Lost,3,穩定中段,0
C0653,43,6,13241,0,439,2207,G8 Lost,3,穩定中段,0
C0174,28,8,29389,1,2365,3674,G2 Loyal,1,VIP 高頻高額,0
C0519,21,10,11321,1,2111,1132,G8 Lost,2,流失高風險,0
C1214,80,1,18424,0,1908,18424,G8 Lost,3,穩定中段,0
C1401,253,0,17595,1,1680,0,G8 Lost,0,沉睡客戶,1
C0913,46,4,43373,1,2654,10843,G7 Hibernating,2,流失高風險,0
C0492,10,6,33456,0,790,5576,G5 Potential Loyalists,3,穩定中段,0
C0954,72,2,20232,0,1143,10116,G8 Lost,3,穩定中段,0
C0074,13,24,21547,0,98,898,G2 Loyal,1,VIP 高頻高額,0
C1253,105,1,6635,1,2625,6635,G8 Lost,2,流失高風險,0
C0588,38,10,12665,1,1221,1266,G8 Lost,2,流失高風險,0
C0751,23,11,57290,0,2062,5208,G1 VIP(Champions),1,VIP 高頻高額,0
C0658,13,6,24086,0,464,4014,G5 Potential Loyalists,3,穩定中段,0
C0843,34,9,16502,1,121,1834,G8 Lost,2,流失高風險,0
C0235,9,5,63313,1,2741,12663,G5 Potential Loyalists,1,VIP 高頻高額,0
C0733,17,6,36429,1,1832,6072,G5 Potential Loyalists,2,流失高風險,0
C0215,13,10,36071,2,1553,3607,G1 VIP(Champions),2,流失高風險,0
C0163,14,10,43302,1,2464,4330,G1 VIP(Champions),1,VIP 高頻高額,0
C0133,0,24,77480,0,1847,3228,G1 VIP(Champions),1,VIP 高頻高額,0
C1312,75,4,3595,0,2015,899,G8 Lost,3,穩定中段,0
C0223,23,6,38948,0,1914,6491,G5 Potential Loyalists,3,穩定中段,0
C1228,85,2,10700,0,1357,5350,G8 Lost,3,穩定中段,0
C0935,60,3,12578,2,168,4193,G8 Lost,2,流失高風險,0
C0186,16,10,51000,0,2914,5100,G1 VIP(Champions),1,VIP 高頻高額,0
C0042,13,12,45028,0,1171,3752,G1 VIP(Champions),1,VIP 高頻高額,0
C0693,36,5,27494,0,132,5499,G8 Lost,3,穩定中段,0
C0109,0,12,62758,0,878,5230,G1 VIP(Champions),1,VIP 高頻高額,0
C0039,15,9,74062,0,2690,8229,G1 VIP(Champions),1,VIP 高頻高額,0
C0569,28,8,24519,1,335,3065,G2 Loyal,2,流失高風險,0
C0995,76,1,44883,0,1488,44883,G7 Hibernating,3,穩定中段,0
C1343,60,3,12040,1,2796,4013,G8 Lost,2,流失高風險,0
C1442,232,0,8999,0,471,0,G8 Lost,0,沉睡客戶,1
C0484,38,6,57487,0,2929,9581,G8 Lost,1,VIP 高頻高額,0
C0469,16,9,22418,0,510,2491,G2 Loyal,3,穩定中段,0
C0891,23,7,30917,0,1129,4417,G5 Potential Loyalists,3,穩定中段,0
C0948,121,3,33068,1,2757,11023,G7 Hibernating,2,流失高風險,0
C0025,0,25,62174,0,1213,2487,G1 VIP(Champions),1,VIP 高頻高額,0
C1010,72,3,15730,0,746,5243,G8 Lost,3,穩定中段,0
C1193,41,2,13578,0,1163,6789,G8 Lost,3,穩定中段,0
C0069,5,21,49622,0,1931,2363,G1 VIP(Champions),1,VIP 高頻高額,0
C0885,24,6,15906,0,1283,2651,G5 Potential Loyalists,3,穩定中段,0
C1355,298,0,13148,0,2797,0,G8 Lost,0,沉睡客戶,0
C0367,4,9,22822,1,2966,2536,G2 Loyal,1,VIP 高頻高額,0
C0506,47,10,17338,1,2926,1734,G8 Lost,2,流失高風險,0
C0851,32,5,50747,0,2632,10149,G8 Lost,1,VIP 高頻高額,0
C1316,60,1,11816,1,282,11816,G8 Lost,2,流失高風險,1
C0384,8,6,48295,0,2322,8049,G5 Potential Loyalists,1,VIP 高頻高額,0
C0735,42,10,48760,0,1081,4876,G2 Loyal,1,VIP 高頻高額,0
C0718,23,10,194437,1,2692,19444,G1 VIP(Champions),1,VIP 高頻高額,0
C1336,73,4,21782,0,955,5446,G7 Hibernating,3,穩定中段,0
C0455,44,6,39073,0,1260,6512,G8 Lost,3,穩定中段,0
C0265,36,14,42942,0,2382,3067,G2 Loyal,1,VIP 高頻高額,0
C0076,0,21,83796,0,310,3990,G1 VIP(Champions),1,VIP 高頻高額,0
C0915,81,5,9587,1,1807,1917,G8 Lost,2,流失高風險,0
C0233,36,11,53389,0,744,4854,G2 Loyal,1,VIP 高頻高額,0
C0445,0,7,29063,0,544,4152,G5 Potential Loyalists,3,穩定中段,0
C0396,11,5,11516,0,1689,2303,G5 Potential Loyalists,3,穩定中段,0
C0612,13,8,33535,0,1736,4192,G1 VIP(Champions),1,VIP 高頻高額,0
C0177,11,12,62768,0,1471,5231,G1 VIP(Champions),1,VIP 高頻高額,0
C0019,10,11,57605,0,884,5237,G1 VIP(Champions),1,VIP 高頻高額,0
C1311,52,2,16732,0,2275,8366,G8 Lost,3,穩定中段,0
C1222,67,5,16580,2,1588,3316,G8 Lost,2,流失高風險,0
C0342,36,11,19822,0,264,1802,G8 Lost,1,VIP 高頻高額,0
C1348,95,3,6116,0,966,2039,G8 Lost,3,穩定中段,0
C0880,44,9,42947,0,2939,4772,G2 Loyal,1,VIP 高頻高額,0
C0596,40,7,23622,0,1520,3375,G8 Lost,3,穩定中段,0
C0062,4,24,68491,0,1282,2854,G1 VIP(Champions),1,VIP 高頻高額,0
C1261,96,1,14717,2,1451,14717,G8 Lost,2,流失高風險,1
C0273,23,7,8757,0,1480,1251,G5 Potential Loyalists,3,穩定中段,0
C1209,98,2,14849,1,1113,7424,G8 Lost,2,流失高風險,1
C0873,31,12,19114,0,1081,1593,G8 Lost,1,VIP 高頻高額,0
C1121,56,1,70596,1,2532,70596,G7 Hibernating,2,流失高風險,0
C1407,343,0,9945,4,201,0,G8 Lost,0,沉睡客戶,1
C0279,6,10,15441,0,1487,1544,G8 Lost,3,穩定中段,0
C0037,21,25,133056,1,429,5322,G1 VIP(Champions),1,VIP 高頻高額,0
C0663,43,8,74759,0,1311,9345,G2 Loyal,1,VIP 高頻高額,0
C1352,218,0,5165,2,1659,0,G8 Lost,0,沉睡客戶,1
C1090,109,4,24166,0,1788,6042,G7 Hibernating,3,穩定中段,0
C0978,76,2,25813,0,1748,12906,G7 Hibernating,3,穩定中段,0
C0739,37,8,31829,0,1241,3979,G2 Loyal,1,VIP 高頻高額,0
C0192,23,8,53182,0,1142,6648,G1 VIP(Champions),1,VIP 高頻高額,0
C0920,51,5,9986,1,2877,1997,G8 Lost,2,流失高風險,0
C0457,21,4,68816,0,2070,17204,G3 Big Spenders,1,VIP 高頻高額,0
C0676,23,8,45860,0,1514,5732,G1 VIP(Champions),1,VIP 高頻高額,0
C0761,35,11,14882,0,280,1353,G8 Lost,3,穩定中段,0
C1353,258,1,20867,2,2924,20867,G7 Hibernating,0,沉睡客戶,1
C0729,0,7,12307,1,594,1758,G5 Potential Loyalists,2,流失高風險,0
C0413,47,4,27920,0,2230,6980,G7 Hibernating,3,穩定中段,0
C0826,27,5,23323,0,2156,4665,G5 Potential Loyalists,3,穩定中段,0
C0617,11,8,19163,0,488,2395,G8 Lost,3,穩定中段,0
C0115,8,7,63529,0,2656,9076,G5 Potential Loyalists,1,VIP 高頻高額,0
C0418,34,7,21467,0,144,3067,G8 Lost,3,穩定中段,0
C1429,243,0,4907,1,2660,0,G8 Lost,0,沉睡客戶,1
C0970,67,1,11843,0,114,11843,G8 Lost,3,穩定中段,0
C0605,26,6,20567,0,1903,3428,G5 Potential Loyalists,3,穩定中段,0
C1435,94,0,23356,0,441,0,G7 Hibernating,3,穩定中段,0
C0090,15,21,181351,0,683,8636,G1 VIP(Champions),1,VIP 高頻高額,0
C0849,12,8,60941,0,1659,7618,G1 VIP(Champions),1,VIP 高頻高額,0
C1146,83,1,12817,0,636,12817,G8 Lost,3,穩定中段,0
C1434,308,0,16074,0,37,0,G8 Lost,0,沉睡客戶,1
C0754,46,8,40038,0,2103,5005,G6 At Risk,1,VIP 高頻高額,0
C0499,8,11,42417,1,174,3856,G1 VIP(Champions),1,VIP 高頻高額,0
C0012,22,12,41402,0,2969,3450,G1 VIP(Champions),1,VIP 高頻高額,0
C0397,23,9,30639,0,2225,3404,G2 Loyal,1,VIP 高頻高額,0
C0285,22,10,40554,0,1817,4055,G1 VIP(Champions),1,VIP 高頻高額,0
C0691,37,11,25905,0,1341,2355,G2 Loyal,1,VIP 高頻高額,0
C1231,90,1,10856,0,1737,10856,G8 Lost,3,穩定中段,0
C1404,238,0,5247,3,1046,0,G8 Lost,0,沉睡客戶,1
C0690,24,6,100840,0,1991,16807,G5 Potential Loyalists,1,VIP 高頻高額,0
C0852,14,4,40655,2,902,10164,G5 Potential Loyalists,2,流失高風險,0
C0160,26,12,28755,0,50,2396,G2 Loyal,1,VIP 高頻高額,0
C0896,18,4,28841,1,1844,7210,G5 Potential Loyalists,2,流失高風險,0
C1190,51,1,21768,0,688,21768,G7 Hibernating,3,穩定中段,0
C0258,5,4,35758,0,1930,8940,G5 Potential Loyalists,3,穩定中段,0
C0336,10,9,96791,1,1617,10755,G1 VIP(Champions),1,VIP 高頻高額,0
C1408,292,2,5223,0,2747,2612,G8 Lost,0,沉睡客戶,1
C1040,96,1,44737,1,1831,44737,G7 Hibernating,2,流失高風險,0
C0516,42,6,49336,0,2058,8223,G8 Lost,1,VIP 高頻高額,0
