record_id,timestamp,vehicle_id,temp_zone,target_temp_low_c,target_temp_high_c,temp_c,pass_flag,sensor_fault_flag
CLD-001094,2025-06-29 02:30:00,V-007,冷藏,2,8,7.51,1.0,0
CLD-000108,2025-01-10 20:15:00,V-005,冷凍,-25,-18,-16.23,0.0,0
CLD-000478,2025-05-18 05:45:00,V-019,冷凍,-25,-18,-25.68,0.0,0
CLD-001187,2025-04-15 22:30:00,V-019,冷凍,-25,-18,-22.89,1.0,0
CLD-001086,2025-05-25 08:15:00,V-013,冷藏,2,8,,,1
CLD-001200,2025-06-10 16:00:00,V-020,冷凍,-25,-18,-25.47,0.0,0
CLD-000491,2025-06-14 20:45:00,V-006,冷藏,2,8,,,1
CLD-000619,2025-01-31 01:45:00,V-002,多溫層,-25,8,-5.31,1.0,0
CLD-000586,2025-03-03 00:45:00,V-018,冷藏,2,8,2.66,1.0,0
CLD-000253,2025-04-10 09:00:00,V-012,多溫層,-25,8,-6.36,1.0,0
CLD-000675,2025-03-18 03:30:00,V-005,冷凍,-25,-18,-21.78,1.0,0
CLD-000109,2025-04-02 04:00:00,V-016,多溫層,-25,8,-17.98,1.0,0
CLD-000400,2025-03-28 06:45:00,V-007,冷藏,2,8,5.07,1.0,0
CLD-000288,2025-01-04 21:30:00,V-015,冷凍,-25,-18,-24.85,1.0,0
CLD-000711,2025-02-19 16:00:00,V-006,冷藏,2,8,2.41,1.0,0
CLD-000667,2025-01-02 05:30:00,V-014,冷凍,-25,-18,-20.58,1.0,0
CLD-000233,2025-02-15 12:45:00,,冷藏,2,8,2.29,,1
CLD-000633,2025-02-28 07:15:00,V-006,冷藏,2,8,3.75,1.0,0
CLD-000838,2025-03-18 07:45:00,V-009,冷凍,-25,-18,,,1
CLD-000840,2025-01-14 14:15:00,V-001,冷凍,-25,-18,-23.92,1.0,0
CLD-000592,2025-02-21 16:45:00,V-007,冷藏,2,8,8.34,0.0,0
CLD-000651,2025-05-04 04:15:00,V-013,冷藏,2,8,5.5,1.0,0
CLD-000742,2025-06-16 20:45:00,V-013,冷藏,2,8,4.99,1.0,0
CLD-000134,2025-01-24 17:30:00,V-015,冷凍,-25,-18,-23.5,1.0,0
CLD-000073,2025-03-18 17:15:00,V-009,冷凍,-25,-18,-20.98,1.0,0
CLD-001062,2025-02-05 10:15:00,V-013,冷藏,2,8,,,1
CLD-000470,2025-05-04 20:45:00,V-013,冷藏,2,8,,,1
CLD-000924,2025-05-22 10:30:00,V-005,冷凍,-25,-18,-26.77,0.0,0
CLD-001105,2025-05-21 23:30:00,V-005,冷凍,-25,-18,-25.61,0.0,0
CLD-001143,2025-05-14 03:45:00,V-018,冷藏,2,8,8.75,0.0,0
CLD-001040,2025-02-12 15:30:00,V-010,冷凍,-25,-18,-16.27,0.0,0
CLD-001043,2025-04-10 00:15:00,V-005,冷凍,-25,-18,-16.28,0.0,0
CLD-000385,2025-03-14 06:00:00,V-006,冷藏,2,8,6.15,1.0,0
CLD-000610,2025-01-07 04:15:00,V-019,冷凍,-25,-18,,,1
CLD-000535,2025-05-22 10:00:00,V-009,冷凍,-25,-18,-23.23,1.0,0
CLD-001183,2025-01-14 14:45:00,V-001,冷凍,-25,-18,-26.96,0.0,0
CLD-000207,2025-05-23 14:15:00,V-008,冷藏,2,8,2.73,1.0,0
CLD-000211,2025-01-19 19:30:00,V-012,多溫層,-25,8,-19.99,1.0,0
CLD-000120,2025-03-10 21:15:00,V-011,多溫層,-25,8,-23.25,1.0,0
CLD-000898,2025-04-18 03:15:00,V-007,冷藏,2,8,2.08,1.0,0
CLD-000172,2025-06-27 11:45:00,V-002,多溫層,-25,8,-0.4,1.0,0
CLD-000676,2025-02-27 10:30:00,V-018,冷藏,2,8,3.09,1.0,0
CLD-000357,2025-01-26 23:15:00,,多溫層,-25,8,3.56,,1
CLD-000112,2025-01-23 13:00:00,V-020,冷凍,-25,-18,-21.83,1.0,0
CLD-001060,2025-02-01 17:00:00,V-002,多溫層,-25,8,0.28,1.0,0
CLD-000865,2025-04-06 06:00:00,,冷凍,-25,-18,-24.2,,1
CLD-000585,2025-04-11 00:30:00,V-009,冷凍,-25,-18,-21.33,1.0,0
CLD-000544,2025-01-16 23:15:00,V-006,冷藏,2,8,6.29,1.0,0
CLD-001095,2025-06-20 18:45:00,V-016,多溫層,-25,8,-15.54,1.0,0
CLD-000584,2025-02-21 22:30:00,V-003,冷凍,-25,-18,-20.67,1.0,0
CLD-000563,2025-04-28 12:15:00,V-013,冷藏,2,8,3.44,1.0,0
CLD-000001,2025-05-07 04:30:00,V-010,冷凍,-25,-18,,,1
CLD-000871,2025-02-13 11:15:00,V-018,冷藏,2,8,2.8,1.0,0
CLD-000773,2025-02-25 16:00:00,V-002,多溫層,-25,8,-16.42,1.0,0
CLD-001108,2025-04-30 10:45:00,V-001,冷凍,-25,-18,-23.67,1.0,0
CLD-000257,2025-04-06 05:30:00,V-013,冷藏,2,8,8.55,0.0,0
CLD-001128,2025-03-05 00:45:00,V-008,冷藏,2,8,3.24,1.0,0
CLD-001096,2025-05-01 00:00:00,V-001,冷凍,-25,-18,-23.43,1.0,0
CLD-000422,2025-01-09 08:30:00,V-020,冷凍,-25,-18,-21.04,1.0,0
CLD-000479,2025-04-29 02:45:00,V-008,冷藏,2,8,7.03,1.0,0
CLD-000812,2025-03-19 14:30:00,V-019,冷凍,-25,-18,-18.54,1.0,0
CLD-001052,2025-01-25 03:15:00,,多溫層,-25,8,,,1
CLD-000229,2025-03-11 07:15:00,V-006,冷藏,2,8,,,1
CLD-000799,2025-02-26 10:30:00,V-007,冷藏,2,8,5.31,1.0,0
CLD-000607,2025-06-18 20:00:00,V-007,冷藏,2,8,4.29,1.0,0
CLD-001080,2025-06-02 05:45:00,V-019,冷凍,-25,-18,-26.26,0.0,0
CLD-000193,2025-01-06 07:15:00,V-008,冷藏,2,8,3.4,1.0,0
CLD-000697,2025-02-04 09:45:00,V-001,冷凍,-25,-18,,,1
CLD-000774,2025-05-11 10:00:00,V-013,冷藏,2,8,6.65,1.0,0
CLD-000091,2025-06-12 11:00:00,V-006,冷藏,2,8,2.05,1.0,0
CLD-000622,2025-01-04 15:45:00,V-015,冷凍,-25,-18,-24.4,1.0,0
CLD-000614,2025-01-15 17:30:00,V-020,冷凍,-25,-18,-22.93,1.0,0
CLD-000508,2025-05-16 23:15:00,,冷凍,-25,-18,-16.26,,1
CLD-000752,2025-03-08 03:45:00,V-018,冷藏,2,8,6.44,1.0,0
CLD-001046,2025-05-06 20:15:00,V-019,冷凍,-25,-18,-17.73,0.0,0
CLD-000454,2025-01-26 12:30:00,V-007,冷藏,2,8,3.57,1.0,0
CLD-001182,2025-04-07 20:30:00,V-018,冷藏,2,8,5.32,1.0,0
CLD-000578,2025-03-17 06:15:00,V-014,冷凍,-25,-18,-25.55,0.0,0
CLD-000971,2025-05-28 14:15:00,V-012,多溫層,-25,8,9.19,0.0,0
CLD-000334,2025-01-17 05:15:00,,冷藏,2,8,7.08,,1
CLD-001092,2025-05-04 01:00:00,V-003,冷凍,-25,-18,-20.16,1.0,0
CLD-000932,2025-01-06 21:00:00,V-014,冷凍,-25,-18,-22.77,1.0,0
CLD-000777,2025-01-10 04:45:00,V-020,冷凍,-25,-18,-18.31,1.0,0
CLD-000374,2025-03-26 11:00:00,V-017,冷藏,2,8,6.22,1.0,0
CLD-000892,2025-02-04 03:45:00,V-006,冷藏,2,8,2.43,1.0,0
CLD-000836,2025-03-22 07:15:00,V-017,冷藏,2,8,1.72,0.0,0
CLD-000709,2025-03-08 01:45:00,V-006,冷藏,2,8,7.34,1.0,0
CLD-000337,2025-01-01 00:00:00,V-013,冷藏,2,8,4.38,1.0,0
CLD-000720,2025-04-29 17:00:00,V-008,冷藏,2,8,6.51,1.0,0
CLD-000377,2025-02-09 04:15:00,V-016,多溫層,-25,8,-1.96,1.0,0
CLD-000226,2025-02-09 13:30:00,V-015,冷凍,-25,-18,-20.67,1.0,0
CLD-000624,2025-05-03 19:15:00,V-017,冷藏,2,8,5.37,1.0,0
CLD-000183,2025-05-16 22:45:00,V-012,多溫層,-25,8,-19.96,1.0,0
CLD-000135,2025-04-28 08:30:00,V-017,冷藏,2,8,7.83,1.0,0
CLD-000317,2025-04-15 17:00:00,V-007,冷藏,2,8,,,1
CLD-000070,2025-01-10 08:30:00,V-003,冷凍,-25,-18,-26.5,0.0,0
CLD-000443,2025-04-11 05:15:00,V-019,冷凍,-25,-18,-25.1,0.0,0
CLD-000760,2025-03-07 21:30:00,V-007,冷藏,2,8,8.0,1.0,0
CLD-000121,2025-06-25 19:00:00,V-020,冷凍,-25,-18,-18.86,1.0,0
CLD-000903,2025-05-07 13:15:00,V-009,冷凍,-25,-18,-17.05,0.0,0
CLD-000608,2025-02-08 09:15:00,V-017,冷藏,2,8,8.15,0.0,0
CLD-000724,2025-04-10 10:45:00,V-002,多溫層,-25,8,-9.99,1.0,0
CLD-000008,2025-04-03 07:45:00,V-016,多溫層,-25,8,5.9,1.0,0
CLD-000520,2025-02-23 14:00:00,V-007,冷藏,2,8,2.92,1.0,0
CLD-000547,2025-03-07 08:15:00,V-011,多溫層,-25,8,-25.38,0.0,0
CLD-000833,2025-04-06 07:30:00,V-009,冷凍,-25,-18,-23.37,1.0,0
CLD-000877,2025-03-09 20:30:00,V-020,冷凍,-25,-18,-23.02,1.0,0
CLD-000021,2025-02-07 23:00:00,V-003,冷凍,-25,-18,-16.89,0.0,0
CLD-000244,2025-05-24 11:30:00,V-009,冷凍,-25,-18,-22.54,1.0,0
CLD-001057,2025-03-07 19:45:00,V-013,冷藏,2,8,5.0,1.0,0
CLD-000602,2025-04-23 21:45:00,V-019,冷凍,-25,-18,-21.82,1.0,0
CLD-000545,2025-04-05 18:45:00,V-015,冷凍,-25,-18,-19.34,1.0,0
CLD-000283,2025-04-19 15:15:00,V-007,冷藏,2,8,5.42,1.0,0
CLD-000795,2025-02-02 02:00:00,V-006,冷藏,2,8,,,1
CLD-000085,2025-01-12 16:30:00,V-014,冷凍,-25,-18,-26.29,0.0,0
CLD-000896,2025-05-27 06:00:00,V-003,冷凍,-25,-18,-22.69,1.0,0
CLD-000042,2025-02-01 00:00:00,V-013,冷藏,2,8,7.63,1.0,0
CLD-000412,2025-04-29 00:15:00,V-015,冷凍,-25,-18,-18.13,1.0,0
CLD-000182,2025-02-06 23:30:00,V-001,冷凍,-25,-18,-25.83,0.0,0
CLD-001067,2025-05-12 20:45:00,V-012,多溫層,-25,8,,,1
CLD-000803,2025-05-08 21:15:00,V-006,冷藏,2,8,3.68,1.0,0
CLD-000557,2025-05-17 12:45:00,V-019,冷凍,-25,-18,-16.39,0.0,0
CLD-000722,2025-03-20 22:00:00,V-019,冷凍,-25,-18,-21.01,1.0,0
CLD-000457,2025-01-06 02:45:00,V-015,冷凍,-25,-18,-20.18,1.0,0
CLD-000475,2025-01-31 22:45:00,V-005,冷凍,-25,-18,-26.35,0.0,0
CLD-000186,2025-02-10 21:15:00,V-014,冷凍,-25,-18,-26.63,0.0,0
CLD-001063,2025-04-27 11:30:00,V-017,冷藏,2,8,5.36,1.0,0
CLD-000862,2025-04-20 04:00:00,V-004,冷藏,2,8,7.08,1.0,0
CLD-000519,2025-01-12 04:30:00,V-006,冷藏,2,8,7.75,1.0,0
CLD-000328,2025-06-29 09:45:00,V-013,冷藏,2,8,3.41,1.0,0
CLD-000801,2025-03-14 21:15:00,V-013,冷藏,2,8,,,1
CLD-000163,2025-06-16 12:00:00,V-015,冷凍,-25,-18,-21.94,1.0,0
CLD-001134,2025-05-13 02:00:00,V-016,多溫層,-25,8,4.25,1.0,0
CLD-000119,2025-03-17 04:30:00,V-003,冷凍,-25,-18,-24.62,1.0,0
CLD-000090,2025-02-27 00:00:00,V-012,多溫層,-25,8,-12.47,1.0,0
CLD-000110,2025-01-13 13:30:00,V-011,多溫層,-25,8,,,1
CLD-000048,2025-01-26 12:30:00,V-011,多溫層,-25,8,,,1
CLD-000964,2025-03-21 15:45:00,V-014,冷凍,-25,-18,-23.67,1.0,0
CLD-000611,2025-03-22 08:45:00,V-014,冷凍,-25,-18,-26.39,0.0,0
CLD-000204,2025-04-17 23:00:00,V-018,冷藏,2,8,6.52,1.0,0
CLD-000884,2025-02-17 09:15:00,V-012,多溫層,-25,8,-22.83,1.0,0
CLD-000765,2025-04-12 15:45:00,V-003,冷凍,-25,-18,-18.57,1.0,0
CLD-000349,2025-01-30 21:45:00,V-018,冷藏,2,8,8.54,0.0,0
CLD-000179,2025-06-26 05:00:00,V-002,多溫層,-25,8,4.84,1.0,0
CLD-000415,2025-04-12 10:30:00,V-002,多溫層,-25,8,-24.75,1.0,0
CLD-001138,2025-06-18 11:45:00,V-018,冷藏,2,8,,,1
CLD-000314,2025-03-09 22:15:00,V-001,冷凍,-25,-18,-25.1,0.0,0
CLD-000731,2025-02-11 08:15:00,V-001,冷凍,-25,-18,-22.94,1.0,0
CLD-000717,2025-03-26 07:30:00,V-010,冷凍,-25,-18,-26.15,0.0,0
CLD-000059,2025-05-28 04:15:00,,冷凍,-25,-18,-17.71,,1
CLD-000758,2025-04-18 10:45:00,V-019,冷凍,-25,-18,-21.13,1.0,0
CLD-000278,2025-06-16 09:45:00,V-006,冷藏,2,8,3.58,1.0,0
CLD-001083,2025-01-15 14:15:00,V-003,冷凍,-25,-18,-16.13,0.0,0
CLD-000241,2025-02-27 19:30:00,V-011,多溫層,-25,8,-2.17,1.0,0
CLD-001104,2025-04-21 15:45:00,V-019,冷凍,-25,-18,,,1
CLD-001023,2025-03-10 19:00:00,V-019,冷凍,-25,-18,-21.64,1.0,0
CLD-001129,2025-04-19 09:00:00,V-008,冷藏,2,8,7.84,1.0,0
CLD-000467,2025-01-09 01:15:00,,冷凍,-25,-18,-22.02,,1
CLD-000198,2025-04-23 23:45:00,V-002,多溫層,-25,8,6.9,1.0,0
CLD-000562,2025-05-25 12:30:00,V-007,冷藏,2,8,3.44,1.0,0
CLD-000516,2025-06-16 23:30:00,V-005,冷凍,-25,-18,,,1
CLD-000333,2025-01-11 16:15:00,V-015,冷凍,-25,-18,-25.71,0.0,0
CLD-001124,2025-03-23 08:00:00,V-011,多溫層,-25,8,-0.57,1.0,0
CLD-000855,2025-02-14 06:30:00,V-004,冷藏,2,8,7.36,1.0,0
CLD-000677,2025-01-07 13:00:00,V-019,冷凍,-25,-18,-22.67,1.0,0
CLD-001007,2025-06-16 20:15:00,V-016,多溫層,-25,8,-20.62,1.0,0
CLD-000814,2025-06-08 16:30:00,V-015,冷凍,-25,-18,-16.23,0.0,0
CLD-000714,2025-06-30 03:15:00,V-004,冷藏,2,8,,,1
CLD-000251,2025-03-02 00:15:00,,冷凍,-25,-18,,,1
CLD-001189,2025-03-31 06:45:00,V-013,冷藏,2,8,6.88,1.0,0
CLD-000164,2025-04-01 07:15:00,V-014,冷凍,-25,-18,-16.65,0.0,0
CLD-001147,2025-01-08 17:15:00,V-008,冷藏,2,8,1.87,0.0,0
CLD-000856,2025-01-24 21:30:00,V-012,多溫層,-25,8,-2.94,1.0,0
CLD-000726,2025-04-02 07:00:00,V-005,冷凍,-25,-18,-21.37,1.0,0
CLD-000167,2025-05-25 20:45:00,V-010,冷凍,-25,-18,-18.21,1.0,0
CLD-000852,2025-05-11 20:45:00,V-004,冷藏,2,8,,,1
CLD-000126,2025-06-12 10:15:00,V-009,冷凍,-25,-18,-23.03,1.0,0
CLD-000200,2025-01-13 12:30:00,V-009,冷凍,-25,-18,-19.96,1.0,0
CLD-000792,2025-01-31 21:45:00,V-014,冷凍,-25,-18,-25.81,0.0,0
CLD-000737,2025-05-09 01:30:00,V-006,冷藏,2,8,5.49,1.0,0
CLD-000973,2025-04-03 06:00:00,V-012,多溫層,-25,8,8.23,0.0,0
CLD-000906,2025-04-13 16:30:00,V-020,冷凍,-25,-18,-18.47,1.0,0
CLD-000921,2025-05-12 23:15:00,V-006,冷藏,2,8,3.53,1.0,0
CLD-000927,2025-05-21 16:15:00,V-004,冷藏,2,8,1.53,0.0,0
CLD-000908,2025-04-28 15:15:00,V-004,冷藏,2,8,3.96,1.0,0
CLD-000631,2025-04-26 22:15:00,V-012,多溫層,-25,8,-4.75,1.0,0
CLD-000418,2025-04-26 12:30:00,V-014,冷凍,-25,-18,-17.94,0.0,0
CLD-000826,2025-05-24 15:30:00,V-015,冷凍,-25,-18,-19.97,1.0,0
CLD-000625,2025-01-27 02:30:00,V-007,冷藏,2,8,1.98,0.0,0
CLD-001156,2025-06-20 18:15:00,V-002,多溫層,-25,8,-5.98,1.0,0
CLD-000965,2025-02-06 11:30:00,V-001,冷凍,-25,-18,-24.85,1.0,0
CLD-000326,2025-05-23 00:15:00,V-010,冷凍,-25,-18,-24.03,1.0,0
CLD-001018,2025-06-05 16:00:00,V-004,冷藏,2,8,4.92,1.0,0
CLD-001162,2025-02-17 11:00:00,V-004,冷藏,2,8,6.44,1.0,0
CLD-000122,2025-06-18 19:45:00,V-003,冷凍,-25,-18,-24.1,1.0,0
CLD-000099,2025-01-24 11:15:00,V-004,冷藏,2,8,3.19,1.0,0
CLD-000999,2025-05-18 23:30:00,V-014,冷凍,-25,-18,-19.5,1.0,0
CLD-000937,2025-05-12 02:45:00,V-010,冷凍,-25,-18,-18.63,1.0,0
CLD-000601,2025-02-05 10:30:00,V-020,冷凍,-25,-18,-20.28,1.0,0
CLD-000004,2025-03-11 02:45:00,V-004,冷藏,2,8,3.53,1.0,0
CLD-001142,2025-02-08 15:00:00,V-020,冷凍,-25,-18,-21.08,1.0,0
CLD-001140,2025-01-20 09:15:00,V-015,冷凍,-25,-18,-19.46,1.0,0
CLD-001072,2025-04-27 21:15:00,V-019,冷凍,-25,-18,-17.73,0.0,0
CLD-000423,2025-02-22 05:00:00,V-008,冷藏,2,8,8.68,0.0,0
CLD-001074,2025-03-19 17:30:00,V-001,冷凍,-25,-18,-17.13,0.0,0
CLD-000147,2025-02-10 06:45:00,V-017,冷藏,2,8,,,1
CLD-000307,2025-04-26 00:30:00,V-016,多溫層,-25,8,-23.51,1.0,0
CLD-000417,2025-04-10 07:30:00,V-004,冷藏,2,8,6.39,1.0,0
CLD-001136,2025-04-02 15:00:00,V-011,多溫層,-25,8,6.08,1.0,0
CLD-000098,2025-04-05 11:15:00,V-015,冷凍,-25,-18,,,1
CLD-000672,2025-06-28 11:15:00,V-019,冷凍,-25,-18,-23.83,1.0,0
CLD-000747,2025-06-24 14:00:00,V-018,冷藏,2,8,4.4,1.0,0
CLD-000338,2025-05-29 21:45:00,V-015,冷凍,-25,-18,-18.86,1.0,0
CLD-000103,2025-03-02 15:15:00,V-011,多溫層,-25,8,-24.51,1.0,0
CLD-000029,2025-01-09 12:15:00,V-007,冷藏,2,8,3.94,1.0,0
CLD-000566,2025-06-04 18:15:00,V-003,冷凍,-25,-18,,,1
CLD-000970,2025-04-09 06:30:00,V-009,冷凍,-25,-18,-25.6,0.0,0
CLD-000753,2025-02-23 16:15:00,V-011,多溫層,-25,8,-25.47,0.0,0
CLD-000808,2025-01-30 23:00:00,V-017,冷藏,2,8,7.57,1.0,0
CLD-001014,2025-05-09 11:00:00,V-005,冷凍,-25,-18,-25.12,0.0,0
CLD-000295,2025-05-26 05:30:00,V-016,多溫層,-25,8,-14.17,1.0,0
CLD-000560,2025-05-19 08:15:00,V-003,冷凍,-25,-18,-17.59,0.0,0
CLD-000703,2025-02-14 20:45:00,V-011,多溫層,-25,8,0.36,1.0,0
CLD-000032,2025-03-08 08:45:00,V-012,多溫層,-25,8,-25.02,0.0,0
CLD-000005,2025-06-10 12:30:00,V-013,冷藏,2,8,5.59,1.0,0
CLD-000476,2025-06-24 23:45:00,V-013,冷藏,2,8,1.72,0.0,0
CLD-000595,2025-01-08 19:30:00,V-008,冷藏,2,8,,,1
CLD-000271,2025-05-17 05:00:00,V-017,冷藏,2,8,4.14,1.0,0
CLD-001076,2025-04-03 18:30:00,V-019,冷凍,-25,-18,-18.17,1.0,0
CLD-000102,2025-03-22 18:45:00,V-019,冷凍,-25,-18,-19.41,1.0,0
CLD-000399,2025-03-06 04:00:00,V-014,冷凍,-25,-18,-22.1,1.0,0
CLD-000966,2025-05-15 17:30:00,V-020,冷凍,-25,-18,-19.99,1.0,0
CLD-001005,2025-03-21 03:45:00,V-014,冷凍,-25,-18,-22.15,1.0,0
CLD-000621,2025-04-28 16:45:00,V-011,多溫層,-25,8,4.9,1.0,0
CLD-001033,2025-03-31 22:30:00,V-018,冷藏,2,8,5.79,1.0,0
CLD-000383,2025-06-28 23:15:00,V-012,多溫層,-25,8,-23.69,1.0,0
CLD-000261,2025-05-06 02:15:00,V-001,冷凍,-25,-18,-23.84,1.0,0
CLD-000002,2025-05-26 13:45:00,V-001,冷凍,-25,-18,-17.7,0.0,0
CLD-000879,2025-05-09 13:15:00,V-017,冷藏,2,8,7.85,1.0,0
CLD-001050,2025-04-24 23:45:00,V-007,冷藏,2,8,5.35,1.0,0
CLD-000255,2025-06-14 01:00:00,V-014,冷凍,-25,-18,-25.76,0.0,0
CLD-000010,2025-03-25 11:00:00,V-009,冷凍,-25,-18,,,1
CLD-000313,2025-04-10 08:45:00,V-005,冷凍,-25,-18,-24.75,1.0,0
CLD-000693,2025-06-04 01:15:00,V-020,冷凍,-25,-18,-23.79,1.0,0
CLD-000745,2025-06-15 13:00:00,V-016,多溫層,-25,8,-22.37,1.0,0
CLD-001100,2025-02-28 23:45:00,V-002,多溫層,-25,8,-24.95,1.0,0
CLD-000572,2025-01-22 23:00:00,V-010,冷凍,-25,-18,-19.96,1.0,0
CLD-000857,2025-05-22 05:15:00,V-005,冷凍,-25,-18,-25.82,0.0,0
CLD-000395,2025-02-01 11:45:00,V-015,冷凍,-25,-18,-18.14,1.0,0
CLD-000627,2025-06-04 02:00:00,V-018,冷藏,2,8,5.87,1.0,0
CLD-001195,2025-06-06 06:30:00,V-018,冷藏,2,8,7.13,1.0,0
CLD-000804,2025-06-20 01:00:00,V-013,冷藏,2,8,3.78,1.0,0
CLD-000861,2025-06-04 04:45:00,V-015,冷凍,-25,-18,-17.06,0.0,0
CLD-000433,2025-01-02 18:15:00,V-001,冷凍,-25,-18,-19.74,1.0,0
CLD-000127,2025-05-09 12:00:00,V-020,冷凍,-25,-18,-22.26,1.0,0
CLD-001029,2025-03-19 15:30:00,V-020,冷凍,-25,-18,-16.79,0.0,0
CLD-000979,2025-06-20 08:15:00,V-006,冷藏,2,8,7.5,1.0,0
CLD-001027,2025-04-11 17:30:00,V-004,冷藏,2,8,8.07,0.0,0
CLD-001044,2025-03-09 22:00:00,V-019,冷凍,-25,-18,-25.44,0.0,0
CLD-000893,2025-05-22 19:00:00,V-004,冷藏,2,8,8.96,0.0,0
CLD-001114,2025-05-29 13:00:00,V-016,多溫層,-25,8,,,1
CLD-000886,2025-04-07 17:15:00,V-007,冷藏,2,8,1.52,0.0,0
CLD-001168,2025-01-09 22:15:00,V-018,冷藏,2,8,4.35,1.0,0
CLD-000574,2025-01-04 01:15:00,V-006,冷藏,2,8,6.8,1.0,0
CLD-000870,2025-03-04 07:30:00,V-004,冷藏,2,8,4.31,1.0,0
CLD-000145,2025-06-26 22:15:00,V-016,多溫層,-25,8,1.93,1.0,0
CLD-000587,2025-01-22 12:45:00,V-014,冷凍,-25,-18,-25.54,0.0,0
CLD-000786,2025-04-05 09:45:00,V-017,冷藏,2,8,2.3,1.0,0
CLD-000446,2025-02-13 22:45:00,V-013,冷藏,2,8,1.8,0.0,0
CLD-001099,2025-06-16 23:00:00,V-011,多溫層,-25,8,1.86,1.0,0
CLD-001191,2025-03-31 16:45:00,V-018,冷藏,2,8,7.93,1.0,0
CLD-000210,2025-03-26 00:30:00,V-019,冷凍,-25,-18,-21.89,1.0,0
CLD-000827,2025-02-01 03:15:00,V-001,冷凍,-25,-18,,,1
CLD-001148,2025-04-06 03:30:00,V-019,冷凍,-25,-18,-23.19,1.0,0
CLD-001163,2025-05-10 00:30:00,V-006,冷藏,2,8,2.02,1.0,0
CLD-000203,2025-01-20 05:00:00,V-019,冷凍,-25,-18,-25.57,0.0,0
CLD-000282,2025-04-29 00:30:00,V-003,冷凍,-25,-18,-18.74,1.0,0
CLD-000656,2025-01-22 10:00:00,V-019,冷凍,-25,-18,-16.68,0.0,0
CLD-000839,2025-03-23 01:30:00,V-010,冷凍,-25,-18,-16.06,0.0,0
CLD-001171,2025-04-15 17:15:00,V-016,多溫層,-25,8,-16.29,1.0,0
CLD-000146,2025-04-12 02:00:00,V-016,多溫層,-25,8,-6.6,1.0,0
CLD-000700,2025-06-13 15:30:00,V-002,多溫層,-25,8,-4.26,1.0,0
CLD-001199,2025-01-22 10:45:00,V-002,多溫層,-25,8,-24.27,1.0,0
CLD-000686,2025-02-27 06:30:00,V-018,冷藏,2,8,3.16,1.0,0
CLD-000195,2025-02-14 08:30:00,V-002,多溫層,-25,8,-19.21,1.0,0
CLD-000723,2025-05-26 20:00:00,V-014,冷凍,-25,-18,-19.42,1.0,0
CLD-001009,2025-01-22 20:00:00,,多溫層,-25,8,-16.84,,1
CLD-000237,2025-05-14 03:30:00,V-018,冷藏,2,8,3.36,1.0,0
CLD-000542,2025-01-14 12:15:00,V-011,多溫層,-25,8,,,1
CLD-000670,2025-04-05 10:00:00,V-013,冷藏,2,8,3.51,1.0,0
CLD-000764,2025-03-04 06:45:00,V-005,冷凍,-25,-18,-19.9,1.0,0
CLD-000158,2025-01-19 02:30:00,V-009,冷凍,-25,-18,-23.37,1.0,0
CLD-000040,2025-02-07 03:00:00,V-006,冷藏,2,8,,,1
CLD-000330,2025-06-18 17:00:00,V-015,冷凍,-25,-18,-16.26,0.0,0
CLD-000247,2025-04-11 00:30:00,V-017,冷藏,2,8,,,1
CLD-000133,2025-01-08 17:00:00,V-001,冷凍,-25,-18,-21.55,1.0,0
CLD-000138,2025-06-11 22:30:00,V-002,多溫層,-25,8,3.17,1.0,0
CLD-000463,2025-05-29 07:45:00,V-002,多溫層,-25,8,-7.26,1.0,0
CLD-000011,2025-03-06 05:00:00,V-019,冷凍,-25,-18,-23.77,1.0,0
CLD-000429,2025-05-31 11:30:00,V-010,冷凍,-25,-18,-25.24,0.0,0
CLD-001109,2025-03-02 18:45:00,V-015,冷凍,-25,-18,-25.26,0.0,0
CLD-000049,2025-04-18 17:15:00,V-014,冷凍,-25,-18,-23.76,1.0,0
CLD-000707,2025-02-09 12:45:00,V-015,冷凍,-25,-18,,,1
CLD-000213,2025-05-26 04:00:00,V-012,多溫層,-25,8,-11.52,1.0,0
CLD-000178,2025-05-28 21:30:00,V-007,冷藏,2,8,2.25,1.0,0
CLD-000899,2025-06-26 19:00:00,V-010,冷凍,-25,-18,-24.33,1.0,0
CLD-000440,2025-03-12 01:30:00,V-014,冷凍,-25,-18,-20.0,1.0,0
CLD-000951,2025-06-17 21:45:00,V-011,多溫層,-25,8,-13.48,1.0,0
CLD-001064,2025-03-01 16:30:00,V-018,冷藏,2,8,,,1
CLD-001055,2025-01-25 15:15:00,V-006,冷藏,2,8,1.81,0.0,0
CLD-000263,2025-03-02 20:15:00,V-016,多溫層,-25,8,-3.57,1.0,0
CLD-001188,2025-04-03 07:00:00,V-008,冷藏,2,8,8.07,0.0,0
CLD-000551,2025-03-21 17:45:00,V-005,冷凍,-25,-18,,,1
CLD-001081,2025-04-23 14:45:00,V-015,冷凍,-25,-18,-20.44,1.0,0
CLD-000311,2025-02-25 05:30:00,V-019,冷凍,-25,-18,-22.92,1.0,0
CLD-001130,2025-02-18 22:45:00,V-012,多溫層,-25,8,-21.18,1.0,0
CLD-000118,2025-03-19 20:45:00,V-001,冷凍,-25,-18,-25.16,0.0,0
CLD-000526,2025-06-04 21:00:00,V-008,冷藏,2,8,8.41,0.0,0
